fips,state_name,state_abbr,county_name,county_abbr,unrealiable_bw,num_low_birthweight_births,num_live_births,log_live_births,perc_low_bw,cat_rucc,sociod,rucc1_sociod_eqi_2jan2018_vc,rucc2_sociod_eqi_2jan2018_vc,rucc3_sociod_eqi_2jan2018_vc,rucc4_sociod_eqi_2jan2018_vc,built,rucc1_built_eqi_2jan2018_vc,rucc2_built_eqi_2jan2018_vc,rucc3_built_eqi_2jan2018_vc,rucc4_built_eqi_2jan2018_vc,air,rucc1_air_eqi_2jan2018_vc,rucc2_air_eqi_2jan2018_vc,rucc3_air_eqi_2jan2018_vc,rucc4_air_eqi_2jan2018_vc,land,rucc1_land_eqi_2jan2018_vc,rucc2_land_eqi_2jan2018_vc,rucc3_land_eqi_2jan2018_vc,rucc4_land_eqi_2jan2018_vc,water,rucc1_water_eqi_2jan2018_vc,rucc2_water_eqi_2jan2018_vc,rucc3_water_eqi_2jan2018_vc,rucc4_water_eqi_2jan2018_vc,eqi,rucc1_eqi_2jan2018_vc,rucc2_eqi_2jan2018_vc,rucc3_eqi_2jan2018_vc,rucc4_eqi_2jan2018_vc,sociod_4q,rucc1_sociod_eqi_2jan2018_vc_4,rucc2_sociod_eqi_2jan2018_vc_4,rucc3_sociod_eqi_2jan2018_vc_4,rucc4_sociod_eqi_2jan2018_vc_4,air_4q,rucc1_air_eqi_2jan2018_vc_4,rucc2_air_eqi_2jan2018_vc_4,rucc3_air_eqi_2jan2018_vc_4,rucc4_air_eqi_2jan2018_vc_4,water_4q,rucc1_water_eqi_2jan2018_vc_4,rucc2_water_eqi_2jan2018_vc_4,rucc3_water_eqi_2jan2018_vc_4,rucc4_water_eqi_2jan2018_vc_4,land_4q,rucc1_land_eqi_2jan2018_vc_4,rucc2_land_eqi_2jan2018_vc_4,rucc3_land_eqi_2jan2018_vc_4,rucc4_land_eqi_2jan2018_vc_4,built_4q,rucc1_built_eqi_2jan2018_vc_4,rucc2_built_eqi_2jan2018_vc_4,rucc3_built_eqi_2jan2018_vc_4,rucc4_built_eqi_2jan2018_vc_4,eqi_4q,rucc1_eqi_2jan2018_vc_4,rucc2_eqi_2jan2018_vc_4,rucc3_eqi_2jan2018_vc_4,rucc4_eqi_2jan2018_vc_4,sociod_3q,rucc1_sociod_eqi_2jan2018_vc_3,rucc2_sociod_eqi_2jan2018_vc_3,rucc3_sociod_eqi_2jan2018_vc_3,rucc4_sociod_eqi_2jan2018_vc_3,air_3q,rucc1_air_eqi_2jan2018_vc_3,rucc2_air_eqi_2jan2018_vc_3,rucc3_air_eqi_2jan2018_vc_3,rucc4_air_eqi_2jan2018_vc_3,water_3q,rucc1_water_eqi_2jan2018_vc_3,rucc2_water_eqi_2jan2018_vc_3,rucc3_water_eqi_2jan2018_vc_3,rucc4_water_eqi_2jan2018_vc_3,land_3q,rucc1_land_eqi_2jan2018_vc_3,rucc2_land_eqi_2jan2018_vc_3,rucc3_land_eqi_2jan2018_vc_3,rucc4_land_eqi_2jan2018_vc_3,built_3q,rucc1_built_eqi_2jan2018_vc_3,rucc2_built_eqi_2jan2018_vc_3,rucc3_built_eqi_2jan2018_vc_3,rucc4_built_eqi_2jan2018_vc_3,eqi_3q,rucc1_eqi_2jan2018_vc_3,rucc2_eqi_2jan2018_vc_3,rucc3_eqi_2jan2018_vc_3,rucc4_eqi_2jan2018_vc_3,sociod_5q,rucc1_sociod_eqi_2jan2018_vc_5,rucc2_sociod_eqi_2jan2018_vc_5,rucc3_sociod_eqi_2jan2018_vc_5,rucc4_sociod_eqi_2jan2018_vc_5,air_5q,rucc1_air_eqi_2jan2018_vc_5,rucc2_air_eqi_2jan2018_vc_5,rucc3_air_eqi_2jan2018_vc_5,rucc4_air_eqi_2jan2018_vc_5,water_5q,rucc1_water_eqi_2jan2018_vc_5,rucc2_water_eqi_2jan2018_vc_5,rucc3_water_eqi_2jan2018_vc_5,rucc4_water_eqi_2jan2018_vc_5,land_5q,rucc1_land_eqi_2jan2018_vc_5,rucc2_land_eqi_2jan2018_vc_5,rucc3_land_eqi_2jan2018_vc_5,rucc4_land_eqi_2jan2018_vc_5,built_5q,rucc1_built_eqi_2jan2018_vc_5,rucc2_built_eqi_2jan2018_vc_5,rucc3_built_eqi_2jan2018_vc_5,rucc4_built_eqi_2jan2018_vc_5,eqi_5q,rucc1_eqi_2jan2018_vc_5,rucc2_eqi_2jan2018_vc_5,rucc3_eqi_2jan2018_vc_5,rucc4_eqi_2jan2018_vc_5
37033,North Carolina,NC,Caswell County,Caswell,NA,150,1465,7.289610521451167,10.23890785,4,0.59802264,NA,NA,NA,1.367162108,1.196774125,NA,NA,NA,1.438239455,0.090088755,NA,NA,NA,0.46229136,-0.219185159,NA,NA,NA,-0.092902169,0.906209946,NA,NA,NA,1.302531242,0.722593129,NA,NA,NA,1.466960192,3,NA,NA,NA,4,2,NA,NA,NA,3,4,NA,NA,NA,4,2,NA,NA,NA,2,4,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,3,4,NA,NA,NA,5,3,NA,NA,NA,4,4,NA,NA,NA,5,2,NA,NA,NA,2,5,NA,NA,NA,5,4,NA,NA,NA,5
37035,North Carolina,NC,Catawba County,Catawba,NA,1193,13498,9.510296805303351,8.8383464217,1,-0.495835811,0.166609034,NA,NA,NA,0.113461815,-0.302799016,NA,NA,NA,0.543157995,0.284963667,NA,NA,NA,0.537764788,0.625855207,NA,NA,NA,0.926456392,0.825398624,NA,NA,NA,0.747303367,-0.042677574,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,3,2,NA,NA,NA,4,3,NA,NA,NA
37037,North Carolina,NC,Chatham County,Chatham,NA,362,4811,8.478660241699453,7.5244231968,1,-1.285527945,-0.563149393,NA,NA,NA,0.847326994,0.603670478,NA,NA,NA,1.123957157,0.939828217,NA,NA,NA,-0.376615882,-0.271279424,NA,NA,NA,0.933212459,0.837943435,NA,NA,NA,1.335504055,-0.186241642,NA,NA,NA,1,2,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,4,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,5,5,NA,NA,NA,5,4,NA,NA,NA,2,2,NA,NA,NA,5,4,NA,NA,NA,5,2,NA,NA,NA
37039,North Carolina,NC,Cherokee County,Cherokee,NA,170,1678,7.425357887027151,10.131108462,4,0.401666105,NA,NA,NA,0.175502971,-0.551089108,NA,NA,NA,0.089769676,0.576911509,NA,NA,NA,0.958045781,-0.613112152,NA,NA,NA,-0.356820643,0.912145019,NA,NA,NA,1.305413365,-0.004302044,NA,NA,NA,0.570887566,3,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,5,4,NA,NA,NA,5,2,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,4
37041,North Carolina,NC,Chowan County,Chowan,NA,146,1225,7.110696122978827,11.918367347,3,0.213067353,NA,NA,0.360346019,NA,0.026165191,NA,NA,0.024299975,NA,-0.329729676,NA,NA,-0.32834056,NA,1.207247376,NA,NA,1.175802231,NA,0.27895841,NA,NA,0.210209191,NA,0.163250342,NA,NA,0.179740816,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,4,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,5,NA,NA,5,NA,3,NA,NA,3,NA,3,NA,NA,3,NA
37043,North Carolina,NC,Clay County,Clay,NA,36,549,6.3080984415095305,6.5573770492,4,0.491668791,NA,NA,NA,0.01101392,-0.159775823,NA,NA,NA,0.254518688,0.023299832,NA,NA,NA,0.459809452,-0.507672727,NA,NA,NA,-0.221671462,0.858376384,NA,NA,NA,1.246156931,-0.10579177,NA,NA,NA,0.389216244,3,NA,NA,NA,3,2,NA,NA,NA,3,4,NA,NA,NA,4,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,2,4,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,5,2,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,4
37045,North Carolina,NC,Cleveland County,Cleveland,NA,787,8103,8.999989642460726,9.7124521782,2,0.136788189,NA,0.775025129,NA,NA,0.372060895,NA,0.856991947,NA,NA,-0.567207396,NA,-0.732544899,NA,NA,0.262016535,NA,0.1073085,NA,NA,0.841405571,NA,0.720349848,NA,NA,0.083302625,NA,0.353164554,NA,NA,2,NA,4,NA,NA,2,NA,1,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,4,NA,NA,2,NA,3,NA,NA,2,NA,3,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,2,NA,2,NA,NA,3,NA,5,NA,NA,2,NA,2,NA,NA,4,NA,4,NA,NA,3,NA,3,NA,NA,4,NA,5,NA,NA,3,NA,3,NA,NA
37047,North Carolina,NC,Columbus County,Columbus,NA,575,4941,8.50532301884575,11.63732038,3,0.495792419,NA,NA,0.992656827,NA,0.240256295,NA,NA,0.734453738,NA,0.859869599,NA,NA,0.938731313,NA,0.677935183,NA,NA,0.674354494,NA,1.019085646,NA,NA,0.967100918,NA,0.918712854,NA,NA,1.104408264,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,4,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,5,NA,NA,5,NA
37049,North Carolina,NC,Craven County,Craven,NA,959,11625,9.360913230455557,8.2494623656,1,-0.549890399,0.139745787,NA,NA,NA,0.052558053,-0.051353987,NA,NA,NA,0.065237418,-0.177120537,NA,NA,NA,0.247827217,0.325172365,NA,NA,NA,1.182085752,1.072041273,NA,NA,NA,0.423377544,0.048887897,NA,NA,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,3,2,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA
37051,North Carolina,NC,Cumberland County,Cumberland,NA,3941,40579,10.611005970395047,9.7119199586,1,-0.726777971,-0.008952167,NA,NA,NA,0.407380253,-0.141164362,NA,NA,NA,0.421236575,0.189169258,NA,NA,NA,0.432289958,0.42514053,NA,NA,NA,1.032876968,0.93367058,NA,NA,NA,0.857081175,-0.086235568,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,1,3,NA,NA,NA,4,3,NA,NA,NA,5,5,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,5,3,NA,NA,NA
37053,North Carolina,NC,Currituck County,Currituck,NA,112,1647,7.4067107301776405,6.8002428658,1,-0.232524648,0.714812279,NA,NA,NA,0.136798382,-0.048154932,NA,NA,NA,0.957958341,0.737614036,NA,NA,NA,0.355498433,0.481791049,NA,NA,NA,0.918104351,0.826213419,NA,NA,NA,0.912397683,0.312165171,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,2,4,NA,NA,NA,5,4,NA,NA,NA,5,4,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,5,4,NA,NA,NA
37055,North Carolina,NC,Dare County,Dare,NA,192,2809,7.940583827104244,6.8351726593,2,-1.471064329,NA,-2.532562256,NA,NA,-1.85609746,NA,-2.740722895,NA,NA,0.074874252,NA,-0.003461046,NA,NA,-1.888973236,NA,-2.092323542,NA,NA,0.930449605,NA,0.811257958,NA,NA,-1.064655781,NA,-2.96067667,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,4,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,5,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA
37057,North Carolina,NC,Davidson County,Davidson,NA,1250,12879,9.46335335689267,9.705722494,1,-0.238269448,0.462180793,NA,NA,NA,1.150186896,0.941965163,NA,NA,NA,-0.534300506,-0.8844679,NA,NA,NA,-0.088201568,0.05191059,NA,NA,NA,0.913961351,0.817234933,NA,NA,NA,0.487547934,0.7816903,NA,NA,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,2,4,NA,NA,NA,2,1,NA,NA,NA,4,4,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,4,4,NA,NA,NA
37059,North Carolina,NC,Davie County,Davie,NA,244,2995,8.00469951054955,8.1469115192,1,-0.410937339,0.307375014,NA,NA,NA,0.65930742,0.800430655,NA,NA,NA,1.375436306,1.202106595,NA,NA,NA,0.279175371,0.340775847,NA,NA,NA,0.841376662,0.748174608,NA,NA,NA,1.416532874,0.473822027,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,4,5,NA,NA,NA,5,4,NA,NA,NA
37061,North Carolina,NC,Duplin County,Duplin,NA,440,5644,8.638348312972704,7.7958894401,3,0.603788257,NA,NA,0.838018894,NA,0.92309612,NA,NA,1.389983058,NA,0.752020717,NA,NA,0.823748291,NA,1.057977915,NA,NA,0.992203832,NA,0.93298918,NA,NA,0.868037522,NA,1.288143277,NA,NA,1.372205496,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,4,NA,NA,5,NA,4,NA,NA,4,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,5,NA
37063,North Carolina,NC,Durham County,Durham,NA,2839,30401,10.322230781590136,9.3385086017,1,-2.092199564,-1.406917095,NA,NA,NA,-0.464275271,-1.328998923,NA,NA,NA,-0.064897276,-0.35373491,NA,NA,NA,-0.723303914,-0.673043132,NA,NA,NA,1.04998374,0.943725407,NA,NA,NA,5.26468e-4,-1.603693366,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA
37065,North Carolina,NC,Edgecombe County,Edgecombe,NA,631,5096,8.536211197252,12.382260597,1,0.489749998,1.024788618,NA,NA,NA,0.49666521,0.274490476,NA,NA,NA,1.085567713,0.895227253,NA,NA,NA,1.053846002,1.116045237,NA,NA,NA,0.927813768,0.833196521,NA,NA,NA,1.264109135,0.74677974,NA,NA,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,3,3,NA,NA,NA,4,5,NA,NA,NA,5,5,NA,NA,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,4,4,NA,NA,NA,5,4,NA,NA,NA
37067,North Carolina,NC,Forsyth County,Forsyth,NA,3528,33935,10.43220220913786,10.396345956,1,-1.344162345,-0.708462,NA,NA,NA,0.057013694,-0.574007392,NA,NA,NA,0.565723836,0.314761937,NA,NA,NA,-0.188958511,-0.159807652,NA,NA,NA,0.888612688,0.794525743,NA,NA,NA,0.646036863,-0.796649516,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA
37069,North Carolina,NC,Franklin County,Franklin,NA,440,4883,8.49351506406166,9.0108539832,1,-0.125314757,0.546882153,NA,NA,NA,1.612411737,1.458667517,NA,NA,NA,1.338787079,1.171663404,NA,NA,NA,0.344378859,0.414476216,NA,NA,NA,0.993231118,0.904725015,NA,NA,NA,1.910130978,0.952942431,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,4,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,3,4,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA
37071,North Carolina,NC,Gaston County,Gaston,NA,1840,18771,9.840068404666473,9.8023546961,1,-0.333743423,0.336331218,NA,NA,NA,0.636819482,0.059770912,NA,NA,NA,0.34743163,0.057782188,NA,NA,NA,-0.769059539,-0.666282237,NA,NA,NA,1.025392294,0.924619019,NA,NA,NA,0.573497891,0.018062064,NA,NA,NA,2,3,NA,NA,NA,3,2,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,4,3,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,4,3,NA,NA,NA
37073,North Carolina,NC,Gates County,Gates,NA,83,819,6.70808408385307,10.134310134,1,0.730392158,1.318389893,NA,NA,NA,1.951259613,2.22240901,NA,NA,NA,1.271293402,1.092498779,NA,NA,NA,0.865928173,0.828420997,NA,NA,NA,0.235444441,0.15417555,NA,NA,NA,1.932206035,1.902701974,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,4,5,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA
37075,North Carolina,NC,Graham County,Graham,NA,63,665,6.499787040655854,9.4736842105,4,1.219668627,NA,NA,NA,0.867782235,0.054601938,NA,NA,NA,0.567284822,0.210899174,NA,NA,NA,0.630326509,-0.726905167,NA,NA,NA,-0.404855072,0.202367797,NA,NA,NA,0.500939548,-0.160542905,NA,NA,NA,0.847027183,4,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,3,5,NA,NA,NA,5,3,NA,NA,NA,4,3,NA,NA,NA,4,1,NA,NA,NA,2,3,NA,NA,NA,4,2,NA,NA,NA,4
37077,North Carolina,NC,Granville County,Granville,NA,381,4276,8.360773272144936,8.9101964453,2,-0.226543471,NA,0.04340636,NA,NA,1.478428125,NA,2.366747856,NA,NA,-0.447691798,NA,-0.609866083,NA,NA,-0.123157509,NA,-0.215959549,NA,NA,0.885662735,NA,0.770916402,NA,NA,0.695284188,NA,0.56491226,NA,NA,2,NA,2,NA,NA,2,NA,1,NA,NA,4,NA,3,NA,NA,2,NA,2,NA,NA,4,NA,4,NA,NA,3,NA,3,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,3,NA,NA,2,NA,2,NA,NA,4,NA,4,NA,NA,2,NA,2,NA,NA,5,NA,5,NA,NA,4,NA,4,NA,NA
37079,North Carolina,NC,Greene County,Greene,NA,185,1689,7.4318919168078,10.953226761,4,0.610793531,NA,NA,NA,1.17532599,1.093966007,NA,NA,NA,1.125110269,0.637730598,NA,NA,NA,0.997120917,1.164074779,NA,NA,NA,1.188233018,0.862356603,NA,NA,NA,1.240388036,1.327178478,NA,NA,NA,1.589387536,3,NA,NA,NA,4,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,4,NA,NA,NA,5,4,NA,NA,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5
37081,North Carolina,NC,Guilford County,Guilford,NA,4083,43126,10.671881342470611,9.4676065483,1,-1.557072639,-0.887031257,NA,NA,NA,-0.156262279,-1.003985286,NA,NA,NA,0.166706815,-0.112837963,NA,NA,NA,-0.02511421,0.044824835,NA,NA,NA,1.065355182,0.973012447,NA,NA,NA,0.40932104,-1.050397635,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,4,1,NA,NA,NA
37083,North Carolina,NC,Halifax County,Halifax,NA,570,4537,8.420021279663963,12.563367864,2,0.41707626,NA,1.362531543,NA,NA,0.226302236,NA,0.603742599,NA,NA,1.542758107,NA,1.637499094,NA,NA,0.860443592,NA,0.808606803,NA,NA,0.777109504,NA,0.664650023,NA,NA,1.311558723,NA,1.462304831,NA,NA,3,NA,4,NA,NA,4,NA,4,NA,NA,3,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,4,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,5,NA,NA,5,NA,5,NA,NA,4,NA,4,NA,NA,5,NA,4,NA,NA,3,NA,4,NA,NA,5,NA,5,NA,NA
37085,North Carolina,NC,Harnett County,Harnett,NA,1030,11859,9.380842351964795,8.6853866262,2,-0.126675785,NA,0.359648496,NA,NA,1.317685485,NA,2.220952272,NA,NA,0.396933556,NA,0.342854172,NA,NA,0.683741093,NA,0.495055526,NA,NA,0.865162969,NA,0.751832902,NA,NA,1.281886816,NA,1.154402852,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA
37087,North Carolina,NC,Haywood County,Haywood,NA,386,3981,8.289288323000317,9.6960562673,1,-0.546408713,0.273546517,NA,NA,NA,-0.372084707,-0.433557719,NA,NA,NA,0.418100864,0.164926097,NA,NA,NA,-0.432067454,-0.348361641,NA,NA,NA,1.022322774,0.916375935,NA,NA,NA,0.192058101,-0.226690084,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,4,3,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA
